,Duration,Magnitude,%_users,Outflow_percentile_violation,Classification
499,1,4.0,36.0,1,Encompassing
500,1,4.0,38.0,1,Encompassing
501,3,6.0,66.0,1,Encompassing
502,3,7.0,60.0,0,Encompassing
503,3,6.0,69.0,0,Encompassing
504,4,7.0,61.0,0,Encompassing
505,3,6.0,62.0,0,Encompassing
506,4,8.0,60.0,0,Encompassing
507,3,7.0,66.0,0,Encompassing
508,3,7.0,64.0,0,Encompassing
509,4,6.0,64.0,1,Encompassing
510,4,7.0,66.0,0,Encompassing
511,0,0.0,0.0,0,History
512,0,0.0,0.0,0,History
513,0,0.0,0.0,0,History
514,2,5.0,44.0,999,History
515,2,6.0,41.0,1,History
516,0,0.0,0.0,0,History
517,2,6.0,45.0,1,Paleo
518,3,6.0,50.0,1,Paleo
519,2,4.0,44.0,999,History
520,0,0.0,0.0,0,History
521,3,6.0,48.0,0,Encompassing
522,3,6.0,51.0,0,Encompassing
523,3,6.0,51.0,0,Encompassing
524,2,6.0,50.0,0,Encompassing
525,3,5.0,51.0,0,Encompassing
526,2,5.0,48.0,0,Encompassing
527,2,6.0,49.0,0,Encompassing
528,2,5.0,50.0,0,Encompassing
529,2,6.0,48.0,0,Encompassing
530,2,5.0,51.0,0,Encompassing
531,4,7.0,59.0,0,Encompassing
532,3,8.0,60.0,0,Paleo
533,3,8.0,59.0,0,Paleo
534,3,11.0,53.0,0,History
535,3,9.0,59.0,0,Paleo
536,4,9.0,58.0,0,Encompassing
537,3,8.0,51.0,1,History
538,4,11.0,58.0,0,Encompassing
539,3,10.0,61.0,0,Encompassing
540,3,9.0,58.0,0,Encompassing
541,3,6.0,64.0,0,Encompassing
542,2,5.0,56.0,0,Encompassing
543,2,5.0,52.0,0,Encompassing
544,3,5.0,58.0,0,Encompassing
545,3,5.0,59.0,0,Encompassing
546,3,6.0,60.0,0,Encompassing
547,3,5.0,55.0,0,Encompassing
548,3,6.0,63.0,0,Encompassing
549,4,6.0,66.0,0,Encompassing
550,3,6.0,61.0,0,Encompassing
551,0,0.0,0.0,0,History
552,4,8.0,64.0,1,Paleo
553,4,7.0,59.0,0,Paleo
554,5,9.0,68.0,0,Encompassing
555,4,10.0,65.0,0,Encompassing
556,4,9.0,65.0,0,Encompassing
557,4,8.0,64.0,1,Paleo
558,4,8.0,69.0,0,Paleo
559,4,8.0,61.0,0,Paleo
560,3,7.0,61.0,0,Paleo
561,5,15.0,67.0,0,Encompassing
562,5,18.0,67.0,0,Encompassing
563,5,21.0,69.0,0,Encompassing
564,5,16.0,67.0,0,Encompassing
565,5,13.0,71.0,0,Encompassing
566,5,16.0,69.0,0,Encompassing
567,5,16.0,70.0,0,Encompassing
568,5,15.0,70.0,0,Encompassing
569,5,17.0,71.0,0,Encompassing
570,5,16.0,69.0,0,Encompassing
571,4,12.0,69.0,0,Encompassing
572,4,13.0,70.0,0,Encompassing
573,4,12.0,69.0,0,Encompassing
574,3,11.0,62.0,0,Encompassing
575,3,8.0,71.0,0,Encompassing
576,4,11.0,67.0,0,Encompassing
577,4,14.0,66.0,0,Encompassing
578,4,9.0,69.0,0,Encompassing
579,4,11.0,72.0,0,Encompassing
580,5,10.0,66.0,0,Encompassing
581,2,5.0,48.0,0,Encompassing
582,2,4.0,49.0,0,Encompassing
583,2,4.0,46.0,1,Encompassing
584,2,5.0,45.0,0,Encompassing
585,2,4.0,48.0,0,Encompassing
586,2,4.0,48.0,0,Encompassing
587,2,5.0,46.0,0,Encompassing
588,2,4.0,46.0,0,Encompassing
589,2,4.0,44.0,0,Encompassing
590,2,4.0,42.0,0,Encompassing
591,4,13.0,64.0,0,Encompassing
592,4,14.0,65.0,0,Encompassing
593,4,13.0,67.0,0,Encompassing
594,4,14.0,70.0,0,Encompassing
595,4,14.0,65.0,0,Encompassing
596,4,15.0,69.0,0,Encompassing
597,4,14.0,68.0,0,Encompassing
598,4,11.0,62.0,0,Encompassing
599,4,13.0,63.0,0,Encompassing
600,5,15.0,66.0,0,Encompassing
601,2,5.0,40.0,0,Encompassing
602,2,5.0,39.0,0,Encompassing
603,2,5.0,41.0,0,Encompassing
604,2,5.0,41.0,0,Encompassing
605,2,5.0,41.0,0,Encompassing
606,2,5.0,43.0,0,Encompassing
607,2,5.0,46.0,0,Encompassing
608,2,5.0,42.0,0,Encompassing
609,2,5.0,45.0,0,Encompassing
610,2,5.0,41.0,0,Encompassing
611,5,9.0,71.0,1,Paleo
612,4,9.0,74.0,1,Paleo
613,4,9.0,70.0,0,Encompassing
614,5,12.0,78.0,1,Paleo
615,4,10.0,70.0,0,Encompassing
616,5,10.0,70.0,0,Paleo
617,4,11.0,77.0,0,Paleo
618,4,11.0,73.0,0,Paleo
619,4,10.0,71.0,0,Encompassing
620,4,9.0,73.0,0,Paleo
621,0,0.0,0.0,0,History
622,0,0.0,0.0,0,History
623,0,0.0,0.0,0,History
624,0,0.0,0.0,0,History
625,0,0.0,0.0,0,History
626,0,0.0,0.0,0,History
627,0,0.0,0.0,0,History
628,0,0.0,0.0,0,History
629,0,0.0,0.0,0,History
630,0,0.0,0.0,0,History
631,0,0.0,0.0,0,History
632,1,4.0,32.0,2,History
633,2,4.0,33.0,1,Paleo
634,0,0.0,0.0,0,History
635,2,5.0,31.0,1,History
636,2,4.0,29.0,0,History
637,0,0.0,0.0,0,History
638,1,4.0,30.0,1,History
639,3,4.0,42.0,1,Paleo
640,2,4.0,29.0,1,History
641,0,0.0,0.0,0,History
642,0,0.0,0.0,0,History
643,0,0.0,0.0,0,History
644,0,0.0,0.0,0,History
645,0,0.0,0.0,0,History
646,0,0.0,0.0,0,History
647,0,0.0,0.0,0,History
648,0,0.0,0.0,0,History
649,2,3.0,28.0,999,History
650,0,0.0,0.0,0,History
651,0,0.0,0.0,0,History
652,3,6.0,39.0,1,History
653,0,0.0,0.0,0,History
654,0,0.0,0.0,0,History
655,0,0.0,0.0,0,History
656,4,6.0,37.0,1,History
657,0,0.0,0.0,0,History
658,2,5.0,39.0,0,History
659,0,0.0,0.0,0,History
660,2,6.0,38.0,1,Paleo
661,3,4.0,54.0,0,Paleo
662,3,5.0,62.0,0,Encompassing
663,3,5.0,59.0,1,Encompassing
664,3,4.0,60.0,1,Encompassing
665,2,4.0,47.0,0,Encompassing
666,4,5.0,65.0,0,Encompassing
667,3,5.0,60.0,0,Encompassing
668,2,4.0,65.0,1,Encompassing
669,3,5.0,64.0,0,Encompassing
670,3,5.0,59.0,1,Encompassing
671,3,6.0,61.0,0,Encompassing
672,3,6.0,60.0,0,Encompassing
673,3,5.0,55.0,0,Encompassing
674,3,7.0,61.0,0,Encompassing
675,3,6.0,63.0,0,Encompassing
676,3,6.0,56.0,0,Encompassing
677,3,5.0,59.0,0,Encompassing
678,3,4.0,55.0,0,Encompassing
679,3,6.0,69.0,0,Encompassing
680,3,6.0,69.0,0,Encompassing
681,4,8.0,55.0,1,History
682,3,6.0,50.0,0,History
683,0,0.0,0.0,0,History
684,4,8.0,53.0,1,History
685,3,7.0,50.0,0,Paleo
686,3,7.0,50.0,0,Paleo
687,3,9.0,53.0,0,Paleo
688,0,0.0,0.0,0,History
689,2,6.0,47.0,0,Paleo
690,4,8.0,48.0,999,History
691,0,0.0,0.0,0,History
692,0,0.0,0.0,0,History
693,1,4.0,29.0,1,Paleo
694,3,4.0,21.0,1,History
695,1,4.0,23.0,1,History
696,1,4.0,24.0,1,History
697,1,3.0,24.0,1,History
698,0,0.0,0.0,0,History
699,2,3.0,23.0,999,History
700,2,4.0,25.0,1,History
701,2,4.0,37.0,1,Encompassing
702,2,4.0,37.0,1,Encompassing
703,1,4.0,38.0,1,Encompassing
704,2,4.0,39.0,1,Encompassing
705,2,4.0,38.0,0,Encompassing
706,2,4.0,38.0,0,Encompassing
707,2,4.0,36.0,1,Encompassing
708,1,4.0,35.0,1,Encompassing
709,2,4.0,36.0,1,Encompassing
710,2,4.0,39.0,0,Encompassing
711,0,0.0,0.0,0,History
712,0,0.0,0.0,0,History
713,0,0.0,0.0,0,History
714,0,0.0,0.0,0,History
715,0,0.0,0.0,0,History
716,0,0.0,0.0,0,History
717,0,0.0,0.0,0,History
718,0,0.0,0.0,0,History
719,0,0.0,0.0,0,History
720,0,0.0,0.0,0,History
721,0,0.0,0.0,0,History
722,0,0.0,0.0,0,History
723,3,6.0,43.0,1,History
724,0,0.0,0.0,0,History
725,0,0.0,0.0,0,History
726,0,0.0,0.0,0,History
727,0,0.0,0.0,0,History
728,0,0.0,0.0,0,History
729,3,7.0,49.0,1,History
730,2,6.0,41.0,2,History
731,2,6.0,45.0,0,Encompassing
732,2,5.0,43.0,0,Encompassing
733,2,6.0,49.0,0,Encompassing
734,2,6.0,45.0,0,Encompassing
735,2,6.0,46.0,0,Encompassing
736,2,6.0,46.0,0,Encompassing
737,2,6.0,45.0,0,Encompassing
738,2,5.0,44.0,0,Encompassing
739,2,6.0,45.0,0,Encompassing
740,2,5.0,47.0,0,Encompassing
741,0,0.0,0.0,0,History
742,0,0.0,0.0,0,History
743,0,0.0,0.0,0,History
744,0,0.0,0.0,0,History
745,0,0.0,0.0,0,History
746,0,0.0,0.0,0,History
747,0,0.0,0.0,0,History
748,0,0.0,0.0,0,History
749,0,0.0,0.0,0,History
750,0,0.0,0.0,0,History
751,3,10.0,52.0,0,Encompassing
752,3,10.0,53.0,0,Encompassing
753,3,11.0,55.0,0,Encompassing
754,3,10.0,52.0,0,Encompassing
755,3,10.0,53.0,0,Encompassing
756,3,10.0,54.0,0,Encompassing
757,3,11.0,53.0,0,Encompassing
758,3,9.0,52.0,0,Encompassing
759,3,11.0,55.0,0,Encompassing
760,3,11.0,51.0,0,Encompassing
761,3,6.0,48.0,0,Encompassing
762,2,6.0,46.0,0,Paleo
763,2,6.0,49.0,0,Encompassing
764,3,6.0,46.0,0,Encompassing
765,2,6.0,51.0,0,Encompassing
766,2,6.0,47.0,0,Paleo
767,2,7.0,50.0,0,Encompassing
768,2,6.0,50.0,0,Encompassing
769,2,6.0,48.0,0,Encompassing
770,2,7.0,47.0,0,Encompassing
771,2,5.0,44.0,0,Paleo
772,2,5.0,48.0,1,Paleo
773,3,5.0,49.0,0,Encompassing
774,3,5.0,51.0,0,Encompassing
775,2,7.0,50.0,0,Paleo
776,3,6.0,54.0,0,Encompassing
777,3,6.0,58.0,0,Encompassing
778,3,6.0,54.0,0,Encompassing
779,3,5.0,48.0,0,Encompassing
780,3,5.0,50.0,0,Encompassing
781,3,7.0,57.0,0,Encompassing
782,3,6.0,59.0,0,Encompassing
783,3,7.0,58.0,0,Encompassing
784,3,6.0,55.0,0,Encompassing
785,3,6.0,55.0,0,Encompassing
786,3,5.0,56.0,0,Paleo
787,2,6.0,59.0,0,Encompassing
788,4,7.0,60.0,0,Encompassing
789,4,8.0,59.0,0,Encompassing
790,3,6.0,53.0,0,Encompassing
791,0,0.0,0.0,0,History
792,2,4.0,29.0,1,History
793,0,0.0,0.0,0,History
794,0,0.0,0.0,0,History
795,0,0.0,0.0,0,History
796,2,4.0,34.0,1,History
797,2,5.0,24.0,1,History
798,2,5.0,46.0,1,Paleo
799,2,4.0,38.0,1,Paleo
800,0,0.0,0.0,0,History
801,2,4.0,43.0,0,Encompassing
802,2,4.0,43.0,0,Encompassing
803,2,4.0,45.0,0,Encompassing
804,2,5.0,44.0,0,Encompassing
805,2,5.0,42.0,0,Encompassing
806,2,5.0,45.0,0,Encompassing
807,2,4.0,40.0,0,Encompassing
808,2,4.0,43.0,0,Encompassing
809,2,5.0,46.0,0,Encompassing
810,2,4.0,44.0,0,Encompassing
811,2,5.0,49.0,1,Paleo
812,4,4.0,55.0,1,Encompassing
813,3,5.0,51.0,0,Encompassing
814,2,4.0,52.0,0,Encompassing
815,3,5.0,53.0,1,Paleo
816,2,5.0,49.0,0,Encompassing
817,2,4.0,43.0,0,Encompassing
818,3,5.0,58.0,0,Encompassing
819,2,4.0,42.0,1,Paleo
820,3,4.0,51.0,1,Paleo
821,0,0.0,0.0,0,History
822,2,4.0,27.0,2,History
823,0,0.0,0.0,0,History
824,0,0.0,0.0,0,History
825,0,0.0,0.0,0,History
826,0,0.0,0.0,0,History
827,0,0.0,0.0,0,History
828,0,0.0,0.0,0,History
829,0,0.0,0.0,0,History
830,0,0.0,0.0,0,History
831,4,9.0,57.0,0,History
832,3,9.0,51.0,1,History
833,4,11.0,59.0,0,Paleo
834,4,11.0,55.0,0,Paleo
835,0,0.0,0.0,0,History
836,2,7.0,46.0,1,History
837,3,9.0,54.0,1,History
838,0,0.0,0.0,0,History
839,3,8.0,59.0,0,Encompassing
840,4,9.0,57.0,0,Paleo
841,2,6.0,53.0,0,Encompassing
842,3,6.0,53.0,0,Encompassing
843,3,6.0,59.0,0,Encompassing
844,3,5.0,50.0,0,Paleo
845,2,6.0,55.0,0,Encompassing
846,3,6.0,51.0,1,Paleo
847,2,5.0,49.0,1,Encompassing
848,2,6.0,59.0,0,Encompassing
849,2,6.0,50.0,0,Encompassing
850,2,6.0,47.0,1,Paleo
851,1,4.0,35.0,0,Encompassing
852,2,4.0,41.0,0,Encompassing
853,2,4.0,40.0,0,Encompassing
854,2,4.0,39.0,0,Encompassing
855,2,4.0,39.0,0,Encompassing
856,2,4.0,38.0,0,Encompassing
857,2,5.0,41.0,0,Encompassing
858,2,4.0,40.0,0,Encompassing
859,2,5.0,41.0,0,Encompassing
860,2,5.0,40.0,0,Encompassing
861,3,8.0,54.0,0,Encompassing
862,3,8.0,58.0,0,Encompassing
863,3,8.0,55.0,0,Encompassing
864,4,9.0,60.0,0,Encompassing
865,3,7.0,53.0,0,Encompassing
866,4,9.0,57.0,0,Encompassing
867,3,8.0,57.0,0,Encompassing
868,3,8.0,56.0,0,Encompassing
869,4,8.0,54.0,0,Encompassing
870,3,8.0,55.0,0,Encompassing
871,2,4.0,34.0,1,Paleo
872,1,4.0,35.0,1,Encompassing
873,2,3.0,33.0,1,Encompassing
874,2,4.0,35.0,1,Encompassing
875,1,4.0,34.0,1,Encompassing
876,1,3.0,34.0,1,Encompassing
877,2,4.0,38.0,1,Encompassing
878,1,4.0,34.0,1,Encompassing
879,1,4.0,34.0,1,Encompassing
880,2,4.0,34.0,1,Encompassing
881,0,0.0,0.0,0,History
882,0,0.0,0.0,0,History
883,0,0.0,0.0,0,History
884,0,0.0,0.0,0,History
885,0,0.0,0.0,0,History
886,0,0.0,0.0,0,History
887,0,0.0,0.0,0,History
888,0,0.0,0.0,0,History
889,0,0.0,0.0,0,History
890,0,0.0,0.0,0,History
891,4,8.0,66.0,1,Paleo
892,4,7.0,59.0,1,Paleo
893,4,8.0,67.0,0,Paleo
894,3,6.0,49.0,1,History
895,4,7.0,63.0,0,Paleo
896,3,6.0,53.0,2,History
897,4,9.0,65.0,0,Paleo
898,4,6.0,53.0,0,Paleo
899,3,7.0,56.0,1,History
900,4,7.0,58.0,1,Paleo
901,0,0.0,0.0,0,History
902,5,8.0,64.0,1,History
903,3,7.0,51.0,1,History
904,3,6.0,47.0,1,History
905,4,9.0,54.0,1,History
906,4,8.0,62.0,0,Paleo
907,4,8.0,57.0,0,Paleo
908,2,6.0,46.0,0,Paleo
909,2,6.0,45.0,0,History
910,0,0.0,0.0,0,History
911,3,9.0,57.0,0,Encompassing
912,3,8.0,53.0,0,Encompassing
913,3,8.0,53.0,0,Encompassing
914,3,9.0,57.0,0,Encompassing
915,3,10.0,62.0,0,Encompassing
916,3,8.0,54.0,0,Encompassing
917,3,9.0,57.0,0,Encompassing
918,3,9.0,52.0,0,Encompassing
919,3,9.0,55.0,0,Encompassing
920,2,9.0,59.0,0,Encompassing
921,2,4.0,44.0,0,Paleo
922,0,0.0,0.0,0,Paleo
923,0,0.0,0.0,0,History
924,2,4.0,38.0,0,Paleo
925,2,4.0,36.0,1,Paleo
926,2,4.0,37.0,1,Paleo
927,0,0.0,0.0,0,Paleo
928,2,4.0,42.0,1,Paleo
929,3,4.0,39.0,1,Paleo
930,2,4.0,34.0,1,Paleo
931,1,4.0,33.0,1,Paleo
932,2,4.0,43.0,1,Encompassing
933,1,4.0,37.0,0,Paleo
934,2,4.0,37.0,1,Paleo
935,0,0.0,0.0,0,Paleo
936,2,4.0,36.0,0,Paleo
937,1,3.0,29.0,1,History
938,2,4.0,36.0,0,Encompassing
939,2,4.0,33.0,1,Encompassing
940,2,4.0,38.0,1,Paleo
941,3,9.0,49.0,0,History
942,3,6.0,52.0,0,Paleo
943,2,5.0,44.0,1,History
944,3,6.0,49.0,1,Paleo
945,3,7.0,53.0,0,Paleo
946,3,6.0,50.0,1,Paleo
947,3,6.0,51.0,1,Paleo
948,3,7.0,48.0,0,Paleo
949,3,6.0,50.0,1,Paleo
950,3,7.0,54.0,0,Encompassing
951,5,7.0,62.0,1,Encompassing
952,4,6.0,66.0,0,Encompassing
953,4,6.0,60.0,0,Encompassing
954,7,8.0,64.0,0,Paleo
955,5,6.0,64.0,0,Encompassing
956,5,6.0,71.0,1,Paleo
957,5,6.0,63.0,0,Encompassing
958,4,5.0,62.0,1,Paleo
959,4,5.0,64.0,1,Encompassing
960,4,6.0,68.0,1,Paleo
961,3,9.0,56.0,0,Encompassing
962,3,11.0,55.0,0,Encompassing
963,3,11.0,58.0,0,Encompassing
964,3,11.0,59.0,0,Encompassing
965,3,11.0,55.0,0,Encompassing
966,3,10.0,56.0,0,Encompassing
967,3,10.0,59.0,0,Encompassing
968,3,10.0,56.0,0,Encompassing
969,3,10.0,57.0,0,Encompassing
970,3,9.0,55.0,0,Encompassing
971,0,0.0,0.0,0,History
972,0,0.0,0.0,0,History
973,2,5.0,35.0,1,History
974,0,0.0,0.0,0,History
975,0,0.0,0.0,0,History
976,0,0.0,0.0,0,History
977,0,0.0,0.0,0,History
978,0,0.0,0.0,0,History
979,0,0.0,0.0,0,History
980,0,0.0,0.0,0,History
981,4,7.0,59.0,0,Encompassing
982,3,7.0,55.0,0,Encompassing
983,3,7.0,56.0,0,Encompassing
984,3,7.0,61.0,0,Encompassing
985,4,8.0,58.0,0,Encompassing
986,3,7.0,55.0,0,Encompassing
987,3,5.0,57.0,0,Encompassing
988,4,8.0,64.0,0,Encompassing
989,4,9.0,63.0,0,Encompassing
990,4,7.0,58.0,0,Encompassing
991,0,0.0,0.0,0,History
992,2,4.0,29.0,999,History
993,0,0.0,0.0,0,History
994,0,0.0,0.0,0,History
995,0,0.0,0.0,0,History
996,0,0.0,0.0,0,History
997,0,0.0,0.0,0,History
998,1,4.0,28.0,1,History
999,0,0.0,0.0,0,History
1000,0,0.0,0.0,0,History
